Index,Value
1716,1
1717,25
1718,77
1719,1
1720,8
1721,1
1722,1
1723,2
1724,60
1725,133
1726,2
1727,12
1728,24
1729,158
1730,1
1731,9
1732,67
1733,59
1734,61
1735,0
1736,0
1737,168
1738,1
1739,0
1740,0
1741,1
1742,89
1743,61
1744,1
1745,1
1746,0
1747,2
1748,1
1749,49
1750,3
1751,1
1752,0
1753,15
1754,72
1755,70
1756,0
1757,370
1758,2
1759,194
1760,0
1761,0
1762,1
1763,3
1764,160
1765,0
1766,1
1767,0
1768,2
1769,0
1770,0
1771,0
1772,0
1773,0
1774,231
1775,0
1776,8
1777,14
1778,16
1779,8
1780,46
1781,71
1782,0
1783,30
1784,2
1785,0
1786,1
1787,0
1788,3
1789,5
1790,1
1791,250
1792,37
1793,3
1794,27
1795,167
1796,107
1797,5
1798,168
1799,0
1800,62
1801,2
1802,6
1803,0
1804,702
1805,0
1806,0
1807,1
1808,0
1809,0
1810,0
1811,119
1812,33
1813,35
1814,16
1815,18
1816,1
1817,0
1818,73
1819,0
1820,0
1821,2
1822,0
1823,56
1824,4
1825,26
1826,54
1827,9
1828,238
1829,0
1830,0
1831,2
1832,70
1833,1
1834,0
1835,2
1836,0
1837,236
1838,194
1839,1
1840,1
1841,1
1842,0
1843,61
1844,3
1845,0
1846,14
1847,242
1848,21
1849,134
1850,2
1851,0
1852,0
1853,0
1854,1
1855,78
1856,0
1857,4
1858,1
1859,67
1860,0
1861,0
1862,1
1863,3
1864,6
1865,0
1866,20
1867,77
1868,4
1869,404
1870,60
1871,6
1872,0
1873,3
1874,0
1875,0
1876,1
1877,4
1878,203
1879,87
1880,6
1881,808
1882,77
1883,1
1884,48
1885,1
1886,47
1887,78
1888,0
1889,60
1890,1
1891,1
1892,0
1893,0
1894,0
1895,0
1896,1
1897,191
1898,0
1899,1
1900,1
1901,52
1902,0
1903,3
1904,0
1905,157
1906,18
1907,5
1908,0
1909,9
1910,11
1911,3
1912,0
1913,4
1914,0
1915,1
1916,0
1917,0
1918,87
1919,185
1920,11
1921,0
1922,1
1923,2
1924,0
1925,1
1926,140
1927,140
1928,8
1929,46
1930,3
1931,20
1932,2
1933,0
1934,0
1935,57
1936,74
1937,5
1938,0
1939,2
1940,0
1941,69
1942,175
1943,0
1944,0
1945,1
1946,59
1947,0
1948,0
1949,0
1950,127
1951,4
1952,0
1953,3
1954,0
1955,89
1956,132
1957,231
1958,74
1959,3
1960,0
1961,49
1962,4
1963,0
1964,2
1965,2
1966,49
1967,1
1968,44
1969,6
1970,7
1971,1
1972,1
1973,1
1974,1
1975,0
1976,84
1977,6
1978,71
1979,1
1980,10
1981,2
1982,1
1983,23
1984,2
1985,12
1986,0
1987,28
1988,343
1989,0
1990,81
1991,64
1992,0
1993,1
1994,0
1995,19
1996,0
1997,0
1998,1
1999,0
2000,8
2001,3
2002,81
2003,9
2004,1
2005,126
2006,2
2007,1
2008,152
2009,0
2010,0
2011,1
2012,1
2013,1
2014,0
2015,297
2016,0
2017,1
2018,0
2019,0
2020,0
2021,0
2022,145
2023,0
2024,1
2025,0
2026,66
2027,1
2028,110
2029,0
2030,1
2031,0
2032,2
2033,42
2034,0
2035,0
2036,0
2037,0
2038,0
2039,49
2040,1
2041,0
2042,0
2043,0
2044,1
2045,37
2046,1
2047,0
2048,0
2049,1
2050,1
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,4
2060,36
2061,0
2062,52
2063,1
2064,65
2065,1
2066,0
2067,1
2068,0
2069,109
2070,2
2071,0
2072,3
2073,0
2074,0
2075,0
2076,0
2077,439
2078,0
2079,0
2080,0
2081,0
2082,0
2083,17
2084,240
2085,4
2086,1
2087,1
2088,0
2089,0
2090,0
2091,0
2092,0
2093,4
2094,0
2095,0
2096,2
2097,75
2098,2
2099,302
2100,422
2101,0
2102,0
2103,0
2104,0
2105,21
2106,2
2107,2
2108,2
2109,131
2110,0
2111,16
2112,2
2113,2
2114,0
2115,3
2116,0
2117,0
2118,584
2119,0
2120,0
2121,1
2122,1
2123,1
2124,1
2125,1
2126,2
2127,21
2128,0
2129,0
2130,16
2131,0
2132,0
2133,0
2134,1
2135,2
2136,1
2137,0
2138,2
2139,0
2140,1
2141,1
2142,0
2143,365
2144,0
2145,10
2146,11
2147,1
2148,62
2149,0
2150,0
2151,2
2152,3
2153,1
2154,137
2155,1
2156,0
2157,2
2158,248
2159,2
2160,1
2161,68
2162,1
2163,49
2164,39
2165,6
2166,91
2167,1
2168,1
2169,0
2170,1
2171,5
2172,0
2173,1
2174,9
2175,1
2176,1
2177,1
2178,0
2179,77
2180,13
2181,2
2182,5
2183,15
2184,18
2185,3
2186,2
2187,12
2188,4
2189,0
2190,2
2191,264
2192,69
2193,115
2194,0
2195,65
2196,103
2197,1
2198,106
2199,30
2200,23
2201,6
2202,1
2203,3
2204,0
2205,1
2206,0
2207,1
2208,1
2209,0
2210,0
2211,0
2212,0
2213,4
2214,1
2215,70
2216,3
2217,134
2218,0
2219,0
2220,1
2221,2
2222,110
2223,0
2224,3
2225,0
2226,0
2227,151
2228,0
2229,1
2230,1
2231,205
2232,0
2233,1
2234,0
2235,35
2236,1
2237,0
2238,0
2239,74
2240,0
2241,0
2242,0
2243,0
2244,87
2245,0
2246,147
2247,0
2248,61
2249,1
2250,0
2251,87
2252,739
2253,1
2254,0
2255,6
2256,0
2257,1
2258,2
2259,2
2260,1
2261,0
2262,0
2263,0
2264,1
2265,0
2266,0
2267,81
2268,2
2269,0
2270,204
2271,0
2272,4
2273,2
2274,1
2275,1
2276,1
2277,2
2278,1
2279,3
2280,2
2281,33
2282,4
2283,5
2284,12
2285,1
2286,3
2287,1
2288,1
2289,0
2290,0
2291,3
2292,8
2293,4
2294,21
2295,8
2296,132
2297,4
2298,4
2299,3
2300,3
2301,2
2302,55
2303,1
2304,5
2305,1
2306,2
2307,134
2308,0
2309,1
2310,1
2311,2
2312,2
2313,0
2314,4
2315,1
2316,1
2317,1
2318,10
2319,2
2320,290
2321,100
2322,2
2323,0
2324,181
2325,145
2326,2
2327,3
2328,19
2329,1
2330,13
2331,1
2332,0
2333,0
2334,0
2335,1
2336,48
2337,1
2338,0
2339,0
2340,0
2341,1
2342,2
2343,1
2344,2
2345,0
2346,0
2347,120
2348,0
2349,1
2350,17
2351,78
2352,254
2353,123
2354,0
2355,98
2356,3
2357,2
2358,1
2359,0
2360,0
2361,6
2362,0
2363,49
2364,10
2365,12
2366,250
2367,2
2368,1
2369,4
2370,96
2371,0
2372,2
2373,1
2374,49
2375,16
2376,2
2377,0
2378,0
2379,13
2380,4
2381,0
2382,0
2383,4
2384,4
2385,0
2386,0
2387,60
2388,65
2389,74
2390,5
2391,12
2392,81
2393,1
2394,57
2395,89
2396,3
2397,192
2398,2
2399,265
2400,5
2401,163
2402,2
2403,16
2404,1
2405,3
2406,191
2407,205
2408,43
2409,1
2410,12
2411,33
2412,49
2413,2
2414,80
2415,1
2416,1
2417,2
2418,1
2419,2
2420,338
2421,1
2422,1
2423,0
2424,1
2425,12
2426,0
2427,58
2428,5
2429,3
2430,0
2431,65
2432,3
2433,50
2434,2
2435,0
2436,66
2437,1
2438,1
2439,0
2440,11
2441,216
2442,0
2443,3
2444,334
2445,0
2446,2
2447,1
2448,0
2449,0
2450,0
2451,0
2452,0
2453,119
2454,2
2455,81
2456,1
2457,0
2458,1
2459,0
2460,0
2461,0
2462,0
2463,0
2464,1
2465,2
2466,249
2467,61
2468,2
2469,1
2470,53
2471,0
2472,59
2473,3
2474,9
2475,1
2476,3
2477,0
2478,2
2479,4
2480,1
2481,4
2482,53
2483,0
2484,0
2485,56
2486,1
2487,1
2488,0
2489,0
2490,0
2491,1
2492,4
2493,12
2494,0
2495,1
2496,1
2497,55
2498,50
2499,3
2500,0
2501,3
2502,0
2503,80
2504,2
2505,1
2506,1
2507,75
2508,183
2509,49
2510,1
2511,2
2512,0
2513,3
2514,0
2515,84
2516,0
2517,62
2518,1
2519,1
2520,25
2521,1
2522,0
2523,29
2524,65
2525,0
2526,2
2527,2
2528,1
2529,1
2530,1
2531,1
2532,0
2533,13
2534,3
2535,0
2536,3
2537,3
2538,59
2539,1
2540,2
2541,61
2542,1
2543,0
2544,1
2545,0
2546,0
2547,0
2548,1
2549,0
2550,2
2551,3
2552,88
2553,27
2554,0
2555,0
2556,1
2557,4
2558,1
2559,53
2560,0
2561,8
2562,2
2563,1
2564,165
2565,26
2566,67
2567,0
2568,1
2569,0
2570,107
2571,10
2572,13
2573,3
2574,5
2575,1
2576,72
2577,2
2578,1
2579,51
2580,8
2581,64
2582,2
2583,1
2584,12
2585,139
2586,4
2587,1892
2588,2
2589,8
2590,1
2591,3
2592,3
2593,0
2594,0
2595,1
2596,123
2597,0
2598,2
2599,146
2600,64
2601,0
2602,1
2603,1
2604,1
2605,1
2606,66
2607,1
2608,8
2609,57
2610,0
2611,0
2612,2
2613,105
2614,0
2615,0
2616,0
2617,258
2618,61
2619,87
2620,0
2621,2
2622,33
2623,0
2624,19
2625,2
2626,1
2627,28
2628,80
2629,6
2630,2
2631,144
2632,2
2633,3
2634,9
2635,2
2636,19
2637,1
2638,12
2639,0
2640,8
2641,240
2642,143
2643,12
2644,2
2645,0
2646,0
2647,16
2648,0
2649,1
2650,11
2651,121
2652,26
2653,5
2654,0
2655,0
2656,1
2657,56
2658,3
2659,3
2660,1
2661,1
2662,70
2663,2
2664,0
2665,47
2666,0
2667,2
2668,83
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,45
2678,82
2679,2
2680,19
2681,8
2682,4
2683,10
2684,24
2685,6
2686,0
2687,0
2688,47
2689,1
2690,1
2691,0
2692,0
2693,0
2694,1
2695,1
2696,0
2697,0
2698,0
2699,0
2700,1
2701,1
2702,2
2703,312
2704,1
2705,1
2706,0
2707,1
2708,2
2709,0
2710,94
2711,9
2712,1
2713,377
2714,5
2715,1
2716,0
2717,2
2718,0
2719,1
2720,1
2721,0
2722,3
2723,3
2724,97
2725,2
2726,0
2727,0
2728,0
2729,0
2730,0
2731,1
2732,3
2733,123
2734,1
2735,0
2736,73
2737,1
2738,15
2739,0
2740,1
2741,1
2742,0
2743,4
2744,145
2745,0
2746,0
2747,1
2748,0
2749,0
2750,2
2751,1
2752,0
2753,2
2754,0
2755,0
2756,2
2757,1
2758,1
2759,0
2760,1
2761,1
2762,2
