Index,Value
1764,198
1765,407
1766,256
1767,217
1768,91
1769,237
1770,715
1771,137
1772,213
1773,248
1774,670
1775,282
1776,778
1777,5
1778,660
1779,1
1780,11
1781,160
1782,295
1783,734
1784,386
1785,321
1786,299
1787,184
1788,472
1789,228
1790,474
1791,563
1792,359
1793,367
1794,211
1795,1315
1796,347
1797,0
1798,194
1799,207
1800,454
1801,387
1802,751
1803,332
1804,463
1805,299
1806,373
1807,396
1808,306
1809,335
1810,503
1811,338
1812,331
1813,738
1814,461
1815,432
1816,479
1817,441
1818,404
1819,317
1820,310
1821,530
1822,675
1823,373
1824,235
1825,303
1826,354
1827,225
1828,181
1829,77
1830,317
1831,596
1832,794
1833,647
1834,294
1835,602
1836,254
1837,384
1838,787
1839,327
1840,495
1841,539
1842,446
1843,384
1844,829
1845,237
1846,471
1847,289
1848,699
1849,534
1850,371
1851,107
1852,101
1853,314
1854,617
1855,570
1856,456
1857,798
1858,542
1859,486
1860,217
1861,207
1862,416
1863,369
1864,68
1865,193
1866,538
1867,704
1868,592
1869,0
1870,437
1871,671
1872,612
1873,273
1874,128
1875,195
1876,395
1877,593
1878,568
1879,664
1880,417
1881,15
1882,365
1883,347
1884,285
1885,218
1886,327
1887,265
1888,265
1889,434
1890,208
1891,219
1892,162
1893,25
1894,433
1895,134
1896,335
1897,2468
1898,10
1899,112
1900,350
1901,247
1902,437
1903,357
1904,117
1905,112
1906,231
1907,301
1908,247
1909,242
1910,31
1911,155
1912,417
1913,1033
1914,141
1915,396
1916,251
1917,25
1918,731
1919,1039
1920,161
1921,240
1922,528
1923,418
1924,161
1925,280
1926,266
1927,190
1928,173
1929,163
1930,460
1931,0
1932,0
1933,231
1934,548
1935,383
1936,710
1937,674
1938,408
1939,967
1940,55
1941,1051
1942,638
1943,437
1944,27
1945,53
1946,327
1947,291
1948,52
1949,24
1950,717
1951,136
1952,579
1953,819
1954,311
1955,573
1956,210
1957,311
1958,516
1959,534
1960,401
1961,332
1962,578
1963,183
1964,376
1965,513
1966,1083
1967,215
1968,301
1969,399
1970,168
1971,38
1972,751
1973,936
1974,829
1975,47
1976,2086
1977,1227
1978,512
1979,353
1980,234
1981,55
1982,83
1983,1734
1984,8
1985,382
1986,126
1987,556
1988,284
1989,146
1990,1034
1991,1409
1992,147
1993,339
1994,43
1995,551
1996,155
1997,82
1998,1467
1999,536
2000,408
2001,283
2002,539
2003,412
2004,637
2005,238
2006,400
2007,281
2008,1460
2009,935
2010,615
2011,1151
2012,431
2013,447
2014,348
2015,226
2016,90
2017,333
2018,12
2019,532
2020,102
2021,359
2022,453
2023,529
2024,434
2025,435
2026,376
2027,335
2028,242
2029,72
2030,531
2031,393
2032,509
2033,78
2034,16
2035,141
2036,315
2037,108
2038,294
2039,618
2040,481
2041,160
2042,162
2043,53
2044,121
2045,413
2046,364
2047,45
2048,364
2049,398
2050,103
2051,697
2052,135
2053,133
2054,118
2055,119
2056,269
2057,241
2058,205
2059,308
2060,1111
2061,120
2062,140
2063,212
2064,442
2065,184
2066,368
2067,147
2068,296
2069,925
2070,1034
2071,211
2072,278
2073,134
2074,90
2075,63
2076,111
2077,1297
2078,336
2079,433
2080,149
2081,40
2082,750
2083,422
2084,765
2085,656
2086,623
2087,867
2088,408
2089,31
2090,434
2091,232
2092,140
2093,304
2094,198
2095,171
2096,134
2097,159
2098,258
2099,1316
2100,272
2101,523
2102,266
2103,109
2104,63
2105,372
2106,553
2107,732
2108,476
2109,1366
2110,457
2111,439
2112,169
2113,348
2114,508
2115,460
2116,263
2117,70
2118,548
2119,716
2120,163
2121,527
2122,383
2123,1053
2124,37
2125,296
2126,15
2127,193
2128,321
2129,258
2130,684
2131,430
2132,327
2133,193
2134,170
2135,428
2136,242
2137,121
2138,475
2139,699
2140,733
2141,164
2142,462
2143,197
2144,146
2145,316
2146,179
2147,59
2148,1128
2149,450
2150,185
2151,347
2152,855
2153,371
2154,440
2155,525
2156,64
2157,249
2158,788
2159,340
2160,516
2161,446
2162,481
2163,582
2164,324
2165,7
2166,1208
2167,609
2168,200
2169,299
2170,293
2171,318
2172,3
2173,56
2174,212
2175,177
2176,323
2177,402
2178,248
2179,313
2180,231
2181,131
2182,106
2183,356
2184,356
2185,45
2186,481
2187,147
2188,36
2189,13
2190,406
2191,44
2192,398
2193,238
2194,368
2195,1613
2196,385
2197,228
2198,919
2199,986
2200,796
2201,111
2202,303
2203,738
2204,752
2205,603
2206,297
2207,286
2208,90
2209,66
2210,272
2211,128
2212,192
2213,515
2214,610
2215,856
2216,974
2217,873
2218,446
2219,150
2220,116
2221,292
2222,286
2223,163
2224,733
2225,95
2226,340
2227,877
2228,255
2229,530
2230,359
2231,594
2232,156
2233,373
2234,533
2235,515
2236,425
2237,260
2238,346
2239,87
2240,319
2241,488
2242,488
2243,124
2244,253
2245,460
2246,828
2247,493
2248,188
2249,227
2250,265
2251,1058
2252,641
2253,251
2254,473
2255,0
2256,400
2257,306
2258,372
2259,594
2260,470
2261,181
2262,88
2263,82
2264,206
2265,325
2266,181
2267,688
2268,674
2269,475
2270,625
2271,255
2272,193
2273,556
2274,0
2275,2
2276,205
2277,43
2278,204
2279,44
2280,83
2281,36
2282,172
2283,324
2284,35
2285,78
2286,60
2287,126
2288,37
2289,13
2290,0
2291,5
2292,8
2293,87
2294,35
2295,817
2296,142
2297,254
2298,149
2299,263
2300,565
2301,450
2302,951
2303,299
2304,196
2305,601
2306,415
2307,917
2308,234
2309,57
2310,398
2311,0
2312,976
2313,0
2314,656
2315,715
2316,848
2317,664
2318,1106
2319,1107
2320,441
2321,1302
2322,400
2323,625
2324,611
2325,298
2326,1029
2327,852
2328,507
2329,299
2330,338
2331,361
2332,12
2333,6
2334,119
2335,20
2336,588
2337,223
2338,125
2339,229
2340,103
2341,216
2342,167
2343,265
2344,445
2345,490
2346,164
2347,128
2348,345
2349,347
2350,610
2351,663
2352,306
2353,699
2354,256
2355,137
2356,476
2357,262
2358,235
2359,428
2360,252
2361,374
2362,199
2363,1792
2364,478
2365,818
2366,1649
2367,690
2368,843
2369,229
2370,695
2371,354
2372,449
2373,312
2374,836
2375,376
2376,468
2377,24
2378,32
2379,35
2380,163
2381,17
2382,23
2383,754
2384,732
2385,316
2386,370
2387,1332
2388,812
2389,696
2390,335
2391,696
2392,158
2393,975
2394,1666
2395,1505
2396,517
2397,712
2398,1158
2399,2126
2400,993
2401,638
2402,678
2403,25
2404,239
2405,748
2406,1153
2407,98
2408,1017
2409,1160
2410,6
2411,395
2412,327
2413,567
2414,385
2415,458
2416,1251
2417,1210
2418,180
2419,1036
2420,727
2421,390
2422,334
2423,345
2424,274
2425,992
2426,320
2427,634
2428,1235
2429,564
2430,433
2431,374
2432,948
2433,402
2434,997
2435,107
2436,107
2437,134
2438,298
2439,10
2440,1904
2441,1154
2442,135
2443,452
2444,518
2445,241
2446,115
2447,155
2448,163
2449,111
2450,132
2451,256
2452,124
2453,1204
2454,900
2455,810
2456,508
2457,179
2458,182
2459,83
2460,254
2461,125
2462,80
2463,189
2464,266
2465,1432
2466,454
2467,500
2468,938
2469,658
2470,1450
2471,600
2472,529
2473,867
2474,229
2475,165
2476,246
2477,290
2478,450
2479,857
2480,334
2481,398
2482,898
2483,382
2484,384
2485,437
2486,672
2487,488
2488,362
2489,689
2490,140
2491,516
2492,519
2493,586
2494,391
2495,516
2496,772
2497,342
2498,790
2499,730
2500,662
2501,260
2502,541
2503,323
2504,362
2505,696
2506,578
2507,189
2508,906
2509,449
2510,348
2511,280
2512,200
2513,211
2514,882
2515,918
2516,560
2517,989
2518,251
2519,234
2520,401
2521,61
2522,88
2523,2
2524,369
2525,397
2526,1168
2527,1072
2528,765
2529,173
2530,211
2531,359
2532,424
2533,371
2534,675
2535,576
2536,626
2537,1069
2538,244
2539,274
2540,409
2541,358
2542,300
2543,207
2544,82
2545,222
2546,100
2547,53
2548,75
2549,946
2550,372
2551,186
2552,416
2553,389
2554,139
2555,263
2556,82
2557,742
2558,62
2559,365
2560,248
2561,364
2562,440
2563,198
2564,432
2565,137
2566,164
2567,501
2568,138
2569,437
2570,149
2571,0
2572,190
2573,187
2574,148
2575,227
2576,235
2577,22
2578,195
2579,269
2580,731
2581,1235
2582,1072
2583,210
2584,819
2585,808
2586,2330
2587,319
2588,334
2589,533
2590,393
2591,730
2592,366
2593,554
2594,569
2595,353
2596,77
2597,222
2598,37
2599,388
2600,332
2601,247
2602,496
2603,374
2604,410
2605,392
2606,323
2607,333
2608,247
2609,1029
2610,458
2611,311
2612,386
2613,470
2614,243
2615,274
2616,615
2617,1024
2618,1108
2619,696
2620,506
2621,390
2622,468
2623,303
2624,24
2625,181
2626,290
2627,77
2628,631
2629,734
2630,670
2631,1198
2632,696
2633,364
2634,817
2635,896
2636,503
2637,306
2638,92
2639,181
2640,250
2641,1444
2642,1485
2643,476
2644,189
2645,273
2646,442
2647,836
2648,50
2649,664
2650,145
2651,408
2652,422
2653,276
2654,275
2655,319
2656,325
2657,298
2658,191
2659,589
2660,399
2661,464
2662,280
2663,537
2664,171
2665,636
2666,877
2667,392
2668,557
2669,71
2670,133
2671,83
2672,495
2673,165
2674,523
2675,216
2676,94
2677,823
2678,255
2679,390
2680,362
2681,257
2682,96
2683,125
2684,455
2685,147
2686,497
2687,89
2688,60
2689,321
2690,268
2691,133
2692,0
2693,461
2694,111
2695,79
2696,374
2697,132
2698,366
2699,258
2700,253
2701,391
2702,157
2703,95
2704,402
2705,416
2706,114
2707,249
2708,285
2709,489
2710,234
2711,145
2712,81
2713,25
2714,480
2715,211
2716,211
2717,362
2718,282
2719,256
2720,95
2721,279
2722,192
2723,115
2724,204
2725,219
2726,180
2727,169
2728,267
2729,207
2730,224
2731,105
2732,561
2733,395
2734,377
2735,518
2736,150
2737,400
2738,446
2739,257
2740,190
2741,429
2742,148
2743,293
2744,274
2745,158
2746,215
2747,255
2748,87
2749,187
2750,371
2751,240
2752,696
2753,430
2754,128
2755,476
2756,425
2757,340
2758,259
2759,139
2760,0
2761,366
2762,303
2763,500
2764,355
2765,726
2766,334
2767,499
2768,516
2769,653
2770,210
2771,404
2772,273
2773,315
2774,177
2775,289
2776,127
2777,243
2778,207
2779,643
2780,0
2781,487
2782,563
2783,611
2784,245
2785,299
